stage,run_group,image,source_path,budget,seed,strategy,max_side,iters,renderer
2,stage2_budget5000,kodim05,results/datasets/abl004/kodak24/kodim05.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim06,results/datasets/abl004/kodak24/kodim06.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim06,results/datasets/abl004/kodak24/kodim06.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim06,results/datasets/abl004/kodak24/kodim06.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim06,results/datasets/abl004/kodak24/kodim06.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim07,results/datasets/abl004/kodak24/kodim07.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim07,results/datasets/abl004/kodak24/kodim07.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim07,results/datasets/abl004/kodak24/kodim07.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim07,results/datasets/abl004/kodak24/kodim07.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim08,results/datasets/abl004/kodak24/kodim08.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim08,results/datasets/abl004/kodak24/kodim08.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim08,results/datasets/abl004/kodak24/kodim08.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim08,results/datasets/abl004/kodak24/kodim08.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim09,results/datasets/abl004/kodak24/kodim09.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim09,results/datasets/abl004/kodak24/kodim09.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim09,results/datasets/abl004/kodak24/kodim09.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim09,results/datasets/abl004/kodak24/kodim09.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim10,results/datasets/abl004/kodak24/kodim10.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim10,results/datasets/abl004/kodak24/kodim10.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim10,results/datasets/abl004/kodak24/kodim10.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim10,results/datasets/abl004/kodak24/kodim10.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim11,results/datasets/abl004/kodak24/kodim11.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim11,results/datasets/abl004/kodak24/kodim11.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim11,results/datasets/abl004/kodak24/kodim11.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim11,results/datasets/abl004/kodak24/kodim11.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim12,results/datasets/abl004/kodak24/kodim12.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim12,results/datasets/abl004/kodak24/kodim12.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim12,results/datasets/abl004/kodak24/kodim12.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim12,results/datasets/abl004/kodak24/kodim12.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim13,results/datasets/abl004/kodak24/kodim13.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim13,results/datasets/abl004/kodak24/kodim13.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim13,results/datasets/abl004/kodak24/kodim13.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim13,results/datasets/abl004/kodak24/kodim13.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim14,results/datasets/abl004/kodak24/kodim14.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim14,results/datasets/abl004/kodak24/kodim14.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim14,results/datasets/abl004/kodak24/kodim14.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim14,results/datasets/abl004/kodak24/kodim14.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim15,results/datasets/abl004/kodak24/kodim15.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim15,results/datasets/abl004/kodak24/kodim15.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim15,results/datasets/abl004/kodak24/kodim15.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim15,results/datasets/abl004/kodak24/kodim15.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim16,results/datasets/abl004/kodak24/kodim16.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim16,results/datasets/abl004/kodak24/kodim16.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim16,results/datasets/abl004/kodak24/kodim16.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim16,results/datasets/abl004/kodak24/kodim16.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim17,results/datasets/abl004/kodak24/kodim17.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim17,results/datasets/abl004/kodak24/kodim17.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim17,results/datasets/abl004/kodak24/kodim17.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim17,results/datasets/abl004/kodak24/kodim17.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim18,results/datasets/abl004/kodak24/kodim18.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim18,results/datasets/abl004/kodak24/kodim18.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim18,results/datasets/abl004/kodak24/kodim18.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim18,results/datasets/abl004/kodak24/kodim18.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim19,results/datasets/abl004/kodak24/kodim19.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim19,results/datasets/abl004/kodak24/kodim19.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim19,results/datasets/abl004/kodak24/kodim19.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim19,results/datasets/abl004/kodak24/kodim19.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim20,results/datasets/abl004/kodak24/kodim20.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim20,results/datasets/abl004/kodak24/kodim20.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim20,results/datasets/abl004/kodak24/kodim20.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim20,results/datasets/abl004/kodak24/kodim20.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim21,results/datasets/abl004/kodak24/kodim21.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim21,results/datasets/abl004/kodak24/kodim21.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim21,results/datasets/abl004/kodak24/kodim21.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim21,results/datasets/abl004/kodak24/kodim21.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim22,results/datasets/abl004/kodak24/kodim22.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim22,results/datasets/abl004/kodak24/kodim22.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim22,results/datasets/abl004/kodak24/kodim22.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim22,results/datasets/abl004/kodak24/kodim22.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim23,results/datasets/abl004/kodak24/kodim23.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim23,results/datasets/abl004/kodak24/kodim23.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim23,results/datasets/abl004/kodak24/kodim23.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim23,results/datasets/abl004/kodak24/kodim23.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim24,results/datasets/abl004/kodak24/kodim24.png,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim24,results/datasets/abl004/kodak24/kodim24.png,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,kodim24,results/datasets/abl004/kodak24/kodim24.png,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,kodim24,results/datasets/abl004/kodak24/kodim24.png,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000009,tests/test_images/COCO_train2014_000000000009.jpg,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000009,tests/test_images/COCO_train2014_000000000009.jpg,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000009,tests/test_images/COCO_train2014_000000000009.jpg,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000009,tests/test_images/COCO_train2014_000000000009.jpg,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000025,tests/test_images/COCO_train2014_000000000025.jpg,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000025,tests/test_images/COCO_train2014_000000000025.jpg,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000025,tests/test_images/COCO_train2014_000000000025.jpg,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000025,tests/test_images/COCO_train2014_000000000025.jpg,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000030,tests/test_images/COCO_train2014_000000000030.jpg,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000030,tests/test_images/COCO_train2014_000000000030.jpg,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000030,tests/test_images/COCO_train2014_000000000030.jpg,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000030,tests/test_images/COCO_train2014_000000000030.jpg,5000,1,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000034,tests/test_images/COCO_train2014_000000000034.jpg,5000,0,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000034,tests/test_images/COCO_train2014_000000000034.jpg,5000,0,aniso_onedge,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000034,tests/test_images/COCO_train2014_000000000034.jpg,5000,1,quadtree_wse,768,1500,cuda
2,stage2_budget5000,COCO_train2014_000000000034,tests/test_images/COCO_train2014_000000000034.jpg,5000,1,aniso_onedge,768,1500,cuda
